image_name,category,warped_filename
Viral Pneumonia-455,Viral_Pneumonia,Viral Pneumonia-455_warped.png
Normal-9344,Normal,Normal-9344_warped.png
COVID-1206,COVID,COVID-1206_warped.png
Normal-6373,Normal,Normal-6373_warped.png
Normal-4892,Normal,Normal-4892_warped.png
Normal-106,Normal,Normal-106_warped.png
Normal-6121,Normal,Normal-6121_warped.png
Normal-1242,Normal,Normal-1242_warped.png
Normal-5810,Normal,Normal-5810_warped.png
Normal-1016,Normal,Normal-1016_warped.png
Normal-4151,Normal,Normal-4151_warped.png
Normal-5730,Normal,Normal-5730_warped.png
Normal-3012,Normal,Normal-3012_warped.png
Normal-6638,Normal,Normal-6638_warped.png
Normal-5814,Normal,Normal-5814_warped.png
Normal-1289,Normal,Normal-1289_warped.png
Normal-5578,Normal,Normal-5578_warped.png
Normal-4039,Normal,Normal-4039_warped.png
Normal-997,Normal,Normal-997_warped.png
Normal-5254,Normal,Normal-5254_warped.png
Viral Pneumonia-1069,Viral_Pneumonia,Viral Pneumonia-1069_warped.png
COVID-2124,COVID,COVID-2124_warped.png
Normal-8912,Normal,Normal-8912_warped.png
Normal-126,Normal,Normal-126_warped.png
Normal-8591,Normal,Normal-8591_warped.png
Normal-5211,Normal,Normal-5211_warped.png
Normal-8796,Normal,Normal-8796_warped.png
Normal-295,Normal,Normal-295_warped.png
Normal-4626,Normal,Normal-4626_warped.png
COVID-1668,COVID,COVID-1668_warped.png
Normal-3966,Normal,Normal-3966_warped.png
COVID-709,COVID,COVID-709_warped.png
Normal-4514,Normal,Normal-4514_warped.png
COVID-125,COVID,COVID-125_warped.png
Viral Pneumonia-470,Viral_Pneumonia,Viral Pneumonia-470_warped.png
Viral Pneumonia-1111,Viral_Pneumonia,Viral Pneumonia-1111_warped.png
Normal-8135,Normal,Normal-8135_warped.png
Normal-4445,Normal,Normal-4445_warped.png
Viral Pneumonia-710,Viral_Pneumonia,Viral Pneumonia-710_warped.png
Normal-6617,Normal,Normal-6617_warped.png
COVID-2081,COVID,COVID-2081_warped.png
Normal-7785,Normal,Normal-7785_warped.png
Normal-583,Normal,Normal-583_warped.png
Normal-2143,Normal,Normal-2143_warped.png
Viral Pneumonia-1128,Viral_Pneumonia,Viral Pneumonia-1128_warped.png
Normal-9147,Normal,Normal-9147_warped.png
Normal-3904,Normal,Normal-3904_warped.png
Normal-8708,Normal,Normal-8708_warped.png
COVID-1214,COVID,COVID-1214_warped.png
Normal-8466,Normal,Normal-8466_warped.png
Normal-9559,Normal,Normal-9559_warped.png
COVID-1926,COVID,COVID-1926_warped.png
Normal-1292,Normal,Normal-1292_warped.png
Normal-9727,Normal,Normal-9727_warped.png
Normal-3769,Normal,Normal-3769_warped.png
Normal-1523,Normal,Normal-1523_warped.png
Normal-663,Normal,Normal-663_warped.png
Normal-5020,Normal,Normal-5020_warped.png
Normal-8066,Normal,Normal-8066_warped.png
Normal-7736,Normal,Normal-7736_warped.png
Normal-4511,Normal,Normal-4511_warped.png
COVID-2320,COVID,COVID-2320_warped.png
Normal-2244,Normal,Normal-2244_warped.png
Normal-4779,Normal,Normal-4779_warped.png
Viral Pneumonia-641,Viral_Pneumonia,Viral Pneumonia-641_warped.png
Normal-9991,Normal,Normal-9991_warped.png
Normal-8180,Normal,Normal-8180_warped.png
Normal-4048,Normal,Normal-4048_warped.png
Normal-7335,Normal,Normal-7335_warped.png
COVID-2775,COVID,COVID-2775_warped.png
Normal-4036,Normal,Normal-4036_warped.png
Normal-7986,Normal,Normal-7986_warped.png
Normal-1992,Normal,Normal-1992_warped.png
Normal-401,Normal,Normal-401_warped.png
COVID-3598,COVID,COVID-3598_warped.png
Normal-7591,Normal,Normal-7591_warped.png
Normal-9124,Normal,Normal-9124_warped.png
COVID-635,COVID,COVID-635_warped.png
Normal-8723,Normal,Normal-8723_warped.png
Normal-4353,Normal,Normal-4353_warped.png
COVID-49,COVID,COVID-49_warped.png
Normal-2992,Normal,Normal-2992_warped.png
Viral Pneumonia-798,Viral_Pneumonia,Viral Pneumonia-798_warped.png
Normal-15,Normal,Normal-15_warped.png
COVID-2469,COVID,COVID-2469_warped.png
Viral Pneumonia-934,Viral_Pneumonia,Viral Pneumonia-934_warped.png
COVID-2267,COVID,COVID-2267_warped.png
COVID-3308,COVID,COVID-3308_warped.png
Normal-4920,Normal,Normal-4920_warped.png
Normal-7099,Normal,Normal-7099_warped.png
Normal-2557,Normal,Normal-2557_warped.png
COVID-1049,COVID,COVID-1049_warped.png
Normal-6128,Normal,Normal-6128_warped.png
Normal-1021,Normal,Normal-1021_warped.png
Normal-3618,Normal,Normal-3618_warped.png
Normal-5839,Normal,Normal-5839_warped.png
Viral Pneumonia-364,Viral_Pneumonia,Viral Pneumonia-364_warped.png
Normal-6334,Normal,Normal-6334_warped.png
Normal-4193,Normal,Normal-4193_warped.png
Viral Pneumonia-715,Viral_Pneumonia,Viral Pneumonia-715_warped.png
Normal-2401,Normal,Normal-2401_warped.png
Normal-8259,Normal,Normal-8259_warped.png
Normal-634,Normal,Normal-634_warped.png
Normal-216,Normal,Normal-216_warped.png
Viral Pneumonia-1032,Viral_Pneumonia,Viral Pneumonia-1032_warped.png
Normal-9329,Normal,Normal-9329_warped.png
COVID-1391,COVID,COVID-1391_warped.png
Normal-1145,Normal,Normal-1145_warped.png
Normal-9698,Normal,Normal-9698_warped.png
COVID-3422,COVID,COVID-3422_warped.png
Normal-1136,Normal,Normal-1136_warped.png
Viral Pneumonia-944,Viral_Pneumonia,Viral Pneumonia-944_warped.png
Normal-5769,Normal,Normal-5769_warped.png
Normal-6351,Normal,Normal-6351_warped.png
Normal-111,Normal,Normal-111_warped.png
Normal-3963,Normal,Normal-3963_warped.png
Normal-9384,Normal,Normal-9384_warped.png
Normal-2572,Normal,Normal-2572_warped.png
Normal-8240,Normal,Normal-8240_warped.png
Normal-5707,Normal,Normal-5707_warped.png
Normal-7220,Normal,Normal-7220_warped.png
Normal-9494,Normal,Normal-9494_warped.png
COVID-2942,COVID,COVID-2942_warped.png
COVID-789,COVID,COVID-789_warped.png
Normal-9512,Normal,Normal-9512_warped.png
Normal-3358,Normal,Normal-3358_warped.png
Normal-10172,Normal,Normal-10172_warped.png
COVID-573,COVID,COVID-573_warped.png
Normal-10088,Normal,Normal-10088_warped.png
Normal-5857,Normal,Normal-5857_warped.png
Normal-10003,Normal,Normal-10003_warped.png
Normal-2811,Normal,Normal-2811_warped.png
Normal-3138,Normal,Normal-3138_warped.png
COVID-1805,COVID,COVID-1805_warped.png
Normal-9957,Normal,Normal-9957_warped.png
COVID-1898,COVID,COVID-1898_warped.png
COVID-534,COVID,COVID-534_warped.png
Normal-7909,Normal,Normal-7909_warped.png
Normal-1054,Normal,Normal-1054_warped.png
Viral Pneumonia-1215,Viral_Pneumonia,Viral Pneumonia-1215_warped.png
Normal-6819,Normal,Normal-6819_warped.png
COVID-2720,COVID,COVID-2720_warped.png
Normal-7295,Normal,Normal-7295_warped.png
Viral Pneumonia-287,Viral_Pneumonia,Viral Pneumonia-287_warped.png
Normal-6295,Normal,Normal-6295_warped.png
Normal-5104,Normal,Normal-5104_warped.png
Normal-2936,Normal,Normal-2936_warped.png
Normal-8175,Normal,Normal-8175_warped.png
COVID-1447,COVID,COVID-1447_warped.png
Normal-9529,Normal,Normal-9529_warped.png
COVID-496,COVID,COVID-496_warped.png
Normal-6097,Normal,Normal-6097_warped.png
Normal-7166,Normal,Normal-7166_warped.png
Normal-9618,Normal,Normal-9618_warped.png
COVID-2798,COVID,COVID-2798_warped.png
Normal-556,Normal,Normal-556_warped.png
Normal-8541,Normal,Normal-8541_warped.png
Viral Pneumonia-1206,Viral_Pneumonia,Viral Pneumonia-1206_warped.png
Normal-7571,Normal,Normal-7571_warped.png
COVID-192,COVID,COVID-192_warped.png
Normal-1752,Normal,Normal-1752_warped.png
Normal-9833,Normal,Normal-9833_warped.png
Normal-5818,Normal,Normal-5818_warped.png
COVID-3085,COVID,COVID-3085_warped.png
Normal-4716,Normal,Normal-4716_warped.png
Normal-7681,Normal,Normal-7681_warped.png
Normal-2671,Normal,Normal-2671_warped.png
Normal-7224,Normal,Normal-7224_warped.png
Normal-8244,Normal,Normal-8244_warped.png
Normal-731,Normal,Normal-731_warped.png
Normal-809,Normal,Normal-809_warped.png
COVID-355,COVID,COVID-355_warped.png
COVID-57,COVID,COVID-57_warped.png
COVID-3026,COVID,COVID-3026_warped.png
Normal-4681,Normal,Normal-4681_warped.png
COVID-188,COVID,COVID-188_warped.png
Normal-6415,Normal,Normal-6415_warped.png
Viral Pneumonia-1057,Viral_Pneumonia,Viral Pneumonia-1057_warped.png
Normal-6266,Normal,Normal-6266_warped.png
Normal-1410,Normal,Normal-1410_warped.png
Viral Pneumonia-984,Viral_Pneumonia,Viral Pneumonia-984_warped.png
Normal-5900,Normal,Normal-5900_warped.png
Normal-956,Normal,Normal-956_warped.png
Normal-1127,Normal,Normal-1127_warped.png
Normal-2816,Normal,Normal-2816_warped.png
Normal-3431,Normal,Normal-3431_warped.png
Normal-4614,Normal,Normal-4614_warped.png
COVID-264,COVID,COVID-264_warped.png
Normal-7898,Normal,Normal-7898_warped.png
Normal-8432,Normal,Normal-8432_warped.png
COVID-900,COVID,COVID-900_warped.png
Normal-251,Normal,Normal-251_warped.png
Normal-7341,Normal,Normal-7341_warped.png
Viral Pneumonia-697,Viral_Pneumonia,Viral Pneumonia-697_warped.png
Normal-4840,Normal,Normal-4840_warped.png
Normal-6659,Normal,Normal-6659_warped.png
Viral Pneumonia-115,Viral_Pneumonia,Viral Pneumonia-115_warped.png
COVID-3448,COVID,COVID-3448_warped.png
Normal-3192,Normal,Normal-3192_warped.png
Normal-1905,Normal,Normal-1905_warped.png
COVID-103,COVID,COVID-103_warped.png
Normal-11,Normal,Normal-11_warped.png
Viral Pneumonia-985,Viral_Pneumonia,Viral Pneumonia-985_warped.png
Normal-231,Normal,Normal-231_warped.png
COVID-2377,COVID,COVID-2377_warped.png
COVID-1164,COVID,COVID-1164_warped.png
Viral Pneumonia-1192,Viral_Pneumonia,Viral Pneumonia-1192_warped.png
Normal-9141,Normal,Normal-9141_warped.png
Viral Pneumonia-440,Viral_Pneumonia,Viral Pneumonia-440_warped.png
Normal-1158,Normal,Normal-1158_warped.png
