0,1,2
178,1,3218
179,1,3263
180,1,3296
181,1,3305
182,1,3316
183,1,3321
184,1,3329
185,1,3333
186,1,3363
187,1,3380
188,1,3386
189,1,3387
190,1,3399
191,1,3413
192,1,3492
193,1,3493
194,1,3512
195,1,3519
196,1,3576
197,1,3593
198,1,3602
199,1,3606
200,2,30
201,2,52
202,2,66
203,2,102
204,2,105
205,2,128
206,2,173
207,2,181
208,2,185
209,2,223
210,2,238
211,2,270
212,2,335
213,2,346
214,2,359
215,2,395
216,2,409
217,2,415
218,2,445
219,2,456
220,2,467
221,2,545
222,2,551
223,2,599
224,2,625
225,2,647
226,2,706
227,2,764
228,2,789
229,2,805
230,2,829
231,2,836
232,2,846
233,2,882
234,2,922
235,2,937
236,2,976
237,2,1023
238,2,1035
239,2,1061
240,2,1088
241,2,1109
242,2,1168
243,2,1211
244,2,1227
245,2,1236
246,2,1254
247,2,1298
248,2,1354
249,2,1379
250,2,1430
251,2,1433
252,2,1460
253,2,1466
254,2,1472
255,2,1483
256,2,1487
257,2,1500
258,2,1533
259,2,1537
260,2,1572
261,2,1582
262,2,1588
263,2,1604
264,2,1657
265,2,1659
266,2,1675
267,2,1704
268,2,1756
269,2,1776
270,2,1820
271,2,1821
272,2,1837
273,2,1882
274,2,1891
275,2,1927
276,2,1932
277,2,1940
278,2,1943
279,2,1945
280,2,1950
281,2,1978
282,2,1979
283,2,2001
284,2,2007
285,2,2012
286,2,2045
287,2,2072
288,2,2073
289,2,2076
290,2,2095
291,2,2112
292,2,2121
293,2,2123
294,2,2182
295,2,2183
296,2,2215
297,2,2227
298,2,2248
299,2,2255
300,2,2258
301,2,2267
302,2,2281
303,2,2299
304,2,2306
305,2,2372
306,2,2401
307,2,2430
308,2,2510
309,2,2520
310,2,2525
311,2,2545
312,2,2553
313,2,2575
314,2,2576
315,2,2603
316,2,2647
317,2,2677
318,2,2690
319,2,2742
320,2,2744
321,2,2748
322,2,2807
323,2,2827
324,2,2840
325,2,2865
326,2,2872
327,2,2876
328,2,2881
329,2,3043
330,2,3059
331,2,3145
332,2,3168
333,2,3173
334,2,3177
335,2,3204
336,2,3270
337,2,3297
338,2,3333
339,2,3343
340,2,3351
341,2,3488
342,2,3507
343,2,3529
344,2,3541
345,2,3566
346,2,3580
347,2,3583
348,2,3602
349,2,3604
350,2,3670
351,2,3691
352,2,3716
353,2,3720
354,2,3776
355,2,3800
356,2,3805
357,2,3811
358,2,3816
359,2,3856
360,2,3873
361,2,3945
362,2,4005
363,2,4010
364,2,4033
365,2,4105
366,2,4120
367,2,4178
368,2,4185
369,2,4208
370,2,4235
371,2,4262
372,2,4284
373,2,4297
374,2,4310
375,2,4376
376,2,4383
377,2,4415
378,2,4433
379,2,4448
380,2,4470
381,2,4484
382,2,4488
383,2,4498
384,2,4507
385,2,4544
386,2,4554
387,2,4576
388,2,4594
389,2,4596
390,2,4649
391,2,4846
392,2,4851
393,2,4855
394,2,4857
395,2,4874
396,2,4953
397,2,5015
398,2,5020
399,2,5028
400,2,5054
401,2,5077
402,2,5079
403,2,5098
404,2,5152
405,2,5182
406,2,5201
407,2,5207
408,2,5214
409,2,5217
410,2,5241
411,2,5289
412,2,5297
413,2,5329
414,2,5354
415,2,5497
416,2,5587
417,2,5596
418,2,5604
419,2,5606
420,2,5674
421,2,5691
422,2,5711
423,2,5766
424,2,5777
425,2,5829
426,2,5861
427,2,5928
428,2,5932
429,2,5936
430,2,5959
431,2,5977
432,2,6004
433,2,6151
434,2,6188
435,2,6194
436,2,6222
437,2,6258
438,2,6262
439,2,6283
440,2,6322
441,2,6335
442,2,6343
443,2,6393
444,2,6404
445,2,6411
446,2,6438
447,2,6469
448,2,6560
449,2,6587
450,2,6642
451,2,6742
452,2,6743
453,2,6774
454,2,6797
455,2,6808
456,2,6820
457,2,6859
458,2,6873
459,2,6922
460,2,6955
461,2,6957
462,2,7025
463,2,7046
464,2,7060
465,2,7076
466,2,7156
467,2,7178
468,2,7192
469,2,7208
470,2,7279
471,2,7293
472,2,7314
473,2,7327
474,2,7332
475,2,7343
476,2,7389
477,2,7443
478,2,7461
479,2,7545
480,2,7551
481,2,7573
482,2,7574
483,2,7595
484,2,7606
485,2,7608
486,2,7635
487,2,7636
488,2,7660
489,2,7712
490,2,7718
491,2,7728
492,2,7756
493,2,7784
494,2,7806
495,2,7848
496,2,7874
497,2,7892
498,2,7909
499,2,7957
500,2,7961
501,2,8015
502,2,8028
503,2,8035
504,2,8140
505,2,8144
506,2,8167
507,2,8180
508,2,8205
509,2,8218
510,2,8265
511,2,8266
512,2,8291
513,2,8304
514,2,8315
515,2,8317
516,2,8330
517,2,8339
518,2,8346
519,2,8352
520,2,8386
521,2,8410
522,2,8432
523,2,8438
524,2,8452
525,2,8460
526,2,8520
527,2,8543
528,2,8559
529,2,8561
530,2,8584
531,2,8608
532,2,8613
533,2,8661
534,2,8711
535,2,8726
536,2,8732
537,2,8735
538,2,8745
539,2,8782
540,2,8810
541,2,8814
542,2,8874
543,2,8879
544,2,8907
545,2,8914
546,2,8952
547,2,8981
548,2,9032
549,2,9073
550,2,9111
551,2,9112
552,2,9174
553,2,9175
554,2,9188
555,2,9200
556,2,9207
557,2,9243
558,2,9248
559,2,9298
560,2,9308
561,2,9309
562,2,9320
563,2,9323
564,2,9343
565,2,9349
566,2,9360
567,2,9390
568,2,9417
569,2,9419
570,2,9468
571,2,9470
572,2,9508
573,2,9553
574,2,9556
575,2,9558
576,2,9690
577,2,9797
578,2,9804
579,2,9836
580,2,9863
581,2,9875
582,2,9898
583,2,9911
584,2,9934
585,2,9941
586,2,9953
587,2,9992
588,2,9997
589,2,10027
590,2,10078
591,2,10097
592,2,10103
593,2,10105
594,2,10111
595,2,10115
596,2,10130
597,2,10144
598,2,10169
599,2,10179
600,3,11
601,3,14
602,3,18
603,3,28
604,3,40
605,3,64
606,3,67
607,3,70
608,3,73
609,3,80
610,3,82
611,3,87
612,3,93
613,3,94
614,3,95
615,3,98
616,3,100
617,3,101
618,3,111
619,3,126
620,3,135
621,3,141
622,3,146
623,3,149
624,3,160
625,3,162
626,3,170
627,3,173
628,3,186
629,3,199
630,3,203
631,3,206
632,3,207
633,3,208
634,3,217
635,3,220
636,3,223
637,3,225
638,3,232
639,3,237
640,3,243
641,3,250
642,3,253
643,3,257
644,3,263
645,3,265
646,3,267
647,3,276
648,3,285
649,3,301
650,3,306
651,3,328
652,3,335
653,3,336
654,3,340
655,3,356
656,3,370
657,3,384
658,3,386
659,3,400
660,3,401
661,3,424
662,3,425
663,3,433
664,3,439
665,3,444
666,3,449
667,3,452
668,3,456
669,3,489
670,3,501
671,3,506
672,3,508
673,3,524
674,3,528
675,3,530
676,3,532
677,3,540
678,3,542
679,3,543
680,3,549
681,3,552
682,3,554
683,3,588
684,3,595
685,3,600
686,3,623
687,3,634
688,3,651
689,3,654
690,3,658
691,3,671
692,3,675
693,3,679
694,3,684
695,3,689
696,3,700
697,3,707
698,3,709
699,3,711
700,3,714
701,3,719
702,3,741
703,3,743
704,3,745
705,3,747
706,3,752
707,3,761
708,3,767
709,3,768
710,3,771
711,3,774
712,3,777
713,3,782
714,3,791
715,3,793
716,3,797
717,3,801
718,3,804
719,3,806
720,3,819
721,3,822
722,3,829
723,3,840
724,3,844
725,3,847
726,3,854
727,3,856
728,3,878
729,3,885
730,3,889
731,3,890
732,3,891
733,3,901
734,3,909
735,3,929
736,3,932
737,3,934
738,3,937
739,3,943
740,3,958
741,3,968
742,3,988
743,3,989
744,3,993
745,3,999
746,3,1007
747,3,1022
748,3,1038
749,3,1043
750,3,1048
751,3,1052
752,3,1057
753,3,1062
754,3,1075
755,3,1080
756,3,1092
757,3,1099
758,3,1100
759,3,1104
760,3,1119
761,3,1134
762,3,1144
763,3,1151
764,3,1152
765,3,1161
766,3,1167
767,3,1168
768,3,1199
769,3,1200
770,3,1204
771,3,1208
772,3,1209
773,3,1217
774,3,1220
775,3,1234
776,3,1248
777,3,1249
778,3,1253
779,3,1255
780,3,1260
781,3,1265
782,3,1268
783,3,1272
784,3,1279
785,3,1297
786,3,1303
787,3,1314
788,3,1317
789,3,1321
790,3,1322
791,3,1323
792,3,1324
793,3,1326
794,3,1327
795,3,1329
796,3,1331
797,3,1334
798,3,1338
799,3,1345
